omega,t,out,in
7,1.489,0.01441,-0.336
7,1.509,0.01376,-0.363
7,1.529,0.01284,-0.383
7,1.549,0.01169,-0.395
7,1.569,0.0103,-0.4
7,1.589,0.00878,-0.396
7,1.609,0.00739,-0.385
7,1.629,0.00585,-0.367
7,1.649,0.00426,-0.341
7,1.669,0.00253,-0.309
7,1.689,0.00107,-0.27
7,1.709,-0.00043,-0.227
7,1.729,-0.00183,-0.179
7,1.749,-0.00306,-0.127
7,1.769,-0.00411,-0.073
7,1.789,-0.00511,-0.017
7,1.809,-0.00592,0.039
7,1.829,-0.00632,0.094
7,1.849,-0.0063,0.147
7,1.869,-0.00588,0.197
7,1.889,-0.00538,0.244
7,1.909,-0.00476,0.286
7,1.929,-0.00429,0.322
7,1.949,-0.0036,0.352
7,1.969,-0.00274,0.375
7,1.989,-0.00158,0.391
7,2.009,-0.0002,0.399
7,2.029,0.00108,0.399
7,2.049,0.00237,0.391
7,2.069,0.00386,0.376
7,2.089,0.00543,0.353
7,2.109,0.00699,0.324
7,2.129,0.00848,0.288
7,2.149,0.00964,0.247
7,2.169,0.01059,0.2
7,2.189,0.01152,0.15
7,2.209,0.0123,0.097
7,2.229,0.01283,0.042
7,2.249,0.01307,-0.014
7,2.269,0.01339,-0.07
7,2.289,0.01361,-0.124
7,2.309,0.01402,-0.176
7,2.329,0.01414,-0.224
7,2.349,0.01391,-0.268
7,2.369,0.01345,-0.307
7,2.389,0.01281,-0.34
7,2.409,0.01219,-0.366
7,2.429,0.01128,-0.385
7,2.449,0.01003,-0.396
7,2.469,0.00842,-0.4
7,2.489,0.00681,-0.396
7,2.509,0.00531,-0.384
7,2.529,0.00387,-0.364
7,2.549,0.00231,-0.338
7,2.569,0.00068,-0.305
7,2.589,-0.0009,-0.266
7,2.609,-0.00218,-0.221
7,2.629,-0.00355,-0.173
7,2.649,-0.00497,-0.121
7,2.669,-0.00606,-0.066
7,2.689,-0.00683,-0.011
7,2.709,-0.00757,0.045
7,2.729,-0.00769,0.1
7,2.749,-0.00735,0.153
7,2.769,-0.00688,0.203
7,2.789,-0.00648,0.249
7,2.809,-0.00599,0.29
7,2.829,-0.00558,0.326
7,2.849,-0.00489,0.355
7,2.869,-0.00417,0.377
7,2.889,-0.00312,0.392
7,2.909,-0.00203,0.399
7,2.929,-0.00084,0.398
7,2.949,0.00048,0.39
7,2.969,0.00189,0.374
7,2.989,0.00333,0.35
7,3.009,0.0047,0.32
7,3.029,0.00608,0.283
7,3.049,0.0075,0.241
7,3.069,0.00877,0.194
7,3.089,0.00979,0.144
7,3.109,0.01035,0.09
7,3.129,0.01072,0.035
7,3.149,0.01107,-0.021
7,3.169,0.01153,-0.076
7,3.189,0.01167,-0.13
7,3.209,0.01186,-0.182
7,3.229,0.01207,-0.23
7,3.249,0.01206,-0.273
7,3.269,0.01182,-0.311
7,3.289,0.01127,-0.343
7,3.309,0.01041,-0.368
7,3.329,0.0096,-0.386
7,3.349,0.0084,-0.397
7,3.369,0.00687,-0.4
7,3.389,0.00525,-0.395
7,3.409,0.00379,-0.382
7,3.429,0.00218,-0.361
7,3.449,0.00066,-0.334
7,3.469,-0.00053,-0.3
7,3.489,-0.00201,-0.26
7,3.509,-0.0035,-0.216
7,3.529,-0.00481,-0.167
7,3.549,-0.00586,-0.114
7,3.569,-0.00705,-0.06
7,3.589,-0.00802,-0.004
7,3.609,-0.00876,0.052
7,3.629,-0.00883,0.107
7,3.649,-0.00848,0.159
7,3.669,-0.00812,0.209
7,3.689,-0.00773,0.254
7,3.709,-0.00704,0.295
7,3.729,-0.00621,0.33
7,3.749,-0.00534,0.358
7,3.769,-0.00436,0.379
7,3.789,-0.00314,0.393
7,3.809,-0.00189,0.399
7,3.829,-0.00073,0.398
7,3.849,0.00025,0.388
7,3.869,0.0017,0.371
7,3.889,0.00329,0.347
7,3.909,0.00476,0.316
7,3.929,0.00599,0.279
7,3.949,0.00719,0.236
7,3.969,0.00822,0.189
7,3.989,0.00918,0.138
7,4.009,0.0097,0.084
7,4.029,0.01017,0.028
7,4.049,0.01069,-0.027
7,4.069,0.01111,-0.083
7,4.089,0.01139,-0.137
7,4.109,0.01123,-0.188
7,4.129,0.01117,-0.235
7,4.149,0.01111,-0.278
7,4.169,0.01099,-0.315
7,4.189,0.01052,-0.346
7,4.209,0.00987,-0.371
7,4.229,0.00899,-0.388
7,4.249,0.00785,-0.398
7,4.269,0.00654,-0.399
7,4.289,0.00499,-0.393
7,4.309,0.00356,-0.38
7,4.329,0.00222,-0.359
7,4.349,0.00092,-0.33
7,4.369,-0.00055,-0.296
7,4.389,-0.00231,-0.255
7,4.409,-0.00393,-0.21
7,4.429,-0.00503,-0.16
7,4.449,-0.00582,-0.108
7,4.469,-0.0067,-0.053
7,4.489,-0.00776,0.003
7,4.509,-0.00856,0.059
7,4.529,-0.00863,0.113
7,4.549,-0.00834,0.166
7,4.569,-0.00787,0.215
7,4.589,-0.00726,0.26
7,4.609,-0.00662,0.299
7,4.629,-0.00613,0.333
7,4.649,-0.00552,0.361
7,4.669,-0.00446,0.381
7,4.689,-0.00322,0.394
7,4.709,-0.00182,0.4
7,4.729,-0.00053,0.397
7,4.749,0.00089,0.387
7,4.769,0.00228,0.369
7,4.789,0.00371,0.344
7,4.809,0.00515,0.312
7,4.829,0.00661,0.274
7,4.849,0.00784,0.23
7,4.869,0.00871,0.183
7,4.889,0.00947,0.131
7,4.909,0.0103,0.077
7,4.929,0.01085,0.022
7,4.949,0.01103,-0.034
7,4.969,0.01111,-0.089
7,4.989,0.01136,-0.143
7,5.009,0.01143,-0.194
7,5.029,0.01152,-0.24
7,5.049,0.01147,-0.283
7,5.069,0.01102,-0.319
7,5.089,0.0103,-0.35
7,5.109,0.00938,-0.373
7,5.129,0.00833,-0.39
7,5.149,0.00713,-0.398
7,5.169,0.00579,-0.399
7,5.189,0.00442,-0.392
7,5.209,0.00307,-0.378
7,5.229,0.00175,-0.355
7,5.249,0.00041,-0.327
7,5.269,-0.00094,-0.291
7,5.289,-0.00238,-0.25
7,5.309,-0.00379,-0.204
7,5.329,-0.00507,-0.154
7,5.349,-0.00631,-0.101
7,5.369,-0.00733,-0.046
7,5.389,-0.00818,0.01
7,5.409,-0.00858,0.065
7,5.429,-0.00858,0.12
7,5.449,-0.00825,0.172
7,5.469,-0.00792,0.22
7,5.489,-0.00755,0.265
7,5.509,-0.007,0.304
7,5.529,-0.00626,0.337
7,5.549,-0.00537,0.364
7,5.569,-0.00445,0.383
7,5.589,-0.00334,0.395
7,5.609,-0.00209,0.4
7,5.629,-0.00076,0.396
7,5.649,0.00044,0.385
7,5.669,0.0019,0.366
7,5.689,0.00327,0.34
7,5.709,0.00468,0.307
7,5.729,0.00606,0.269
7,5.749,0.00722,0.225
7,5.769,0.00816,0.177
7,5.789,0.00885,0.125
7,5.809,0.00949,0.071
7,5.829,0.00992,0.015
7,5.849,0.01041,-0.041
7,5.869,0.01067,-0.096
7,5.889,0.01093,-0.149
7,5.909,0.01088,-0.199
7,5.929,0.01077,-0.246
7,5.949,0.01071,-0.287
7,5.969,0.01049,-0.323
7,5.989,0.0097,-0.353
7,6.009,0.0087,-0.376
7,6.029,0.00761,-0.391
7,6.049,0.00642,-0.399
7,6.069,0.00502,-0.399
7,6.089,0.00352,-0.391
7,6.109,0.00218,-0.375
7,6.129,0.0007,-0.352
7,6.149,-0.00065,-0.323
7,6.169,-0.00213,-0.287
7,6.189,-0.00346,-0.245
7,6.209,-0.00497,-0.198
7,6.229,-0.00638,-0.148
7,6.249,-0.00768,-0.095
7,6.269,-0.00858,-0.04
7,6.289,-0.00912,0.016
7,6.309,-0.00936,0.072
7,6.329,-0.00935,0.126
7,6.349,-0.00902,0.178
7,6.369,-0.00864,0.226
7,6.389,-0.00816,0.27
7,6.409,-0.00765,0.308
7,6.429,-0.00701,0.341
7,6.449,-0.00623,0.367
7,6.469,-0.00513,0.385
7,6.489,-0.00399,0.396
7,6.509,-0.00262,0.4
7,6.529,-0.00148,0.395
7,6.549,-0.00017,0.383
7,6.569,0.00098,0.363
7,6.589,0.00229,0.337
7,6.609,0.00357,0.303
7,6.629,0.0049,0.264
7,6.649,0.00593,0.219
7,6.669,0.00689,0.171
7,6.689,0.0078,0.118
7,6.709,0.0083,0.064
7,6.729,0.00847,0.008
7,6.749,0.0085,-0.047
7,6.769,0.00871,-0.102
7,6.789,0.00887,-0.155
7,6.809,0.00919,-0.205
7,6.829,0.00924,-0.251
7,6.849,0.00909,-0.292
7,6.869,0.00876,-0.327
7,6.889,0.0082,-0.356
7,6.909,0.00731,-0.378
7,6.929,0.00625,-0.392
7,6.949,0.00505,-0.399
7,6.969,0.00376,-0.398
7,6.989,0.00233,-0.389
7,7.009,0.00094,-0.373
7,7.029,-0.00038,-0.349
7,7.049,-0.00173,-0.319
7,7.069,-0.00336,-0.282
7,7.089,-0.00476,-0.239
7,7.109,-0.00589,-0.192
7,7.129,-0.00697,-0.142
7,7.149,-0.00799,-0.088
7,7.169,-0.0088,-0.033
7,7.189,-0.00955,0.023
7,7.209,-0.00996,0.078
7,7.229,-0.00974,0.132
7,7.249,-0.00911,0.184
7,7.269,-0.00858,0.231
7,7.289,-0.00812,0.275
7,7.309,-0.00761,0.312
7,7.329,-0.00687,0.344
7,7.349,-0.00598,0.369
7,7.369,-0.00503,0.387
7,7.389,-0.004,0.397
7,7.409,-0.00276,0.4
7,7.429,-0.00138,0.394
7,7.449,-0.00001,0.381
7,7.469,0.0015,0.36
7,7.489,0.00287,0.333
7,7.509,0.00409,0.299
7,7.529,0.00528,0.259
7,7.549,0.00666,0.214
7,7.569,0.00769,0.164
7,7.589,0.00832,0.112
7,7.609,0.0087,0.057
7,7.629,0.00899,0.002
7,7.649,0.00925,-0.054
7,7.669,0.00953,-0.109
7,7.689,0.0097,-0.161
7,7.709,0.00975,-0.211
7,7.729,0.0097,-0.256
7,7.749,0.00963,-0.297
7,7.769,0.00924,-0.331
7,7.789,0.00866,-0.359
7,7.809,0.00763,-0.38
7,7.829,0.00631,-0.394
7,7.849,0.00512,-0.399
7,7.869,0.00383,-0.397
7,7.889,0.00242,-0.388
7,7.909,0.00094,-0.37
7,7.929,-0.0005,-0.346
7,7.949,-0.00192,-0.314
7,7.969,-0.00328,-0.277
7,7.989,-0.00465,-0.234
7,8.009,-0.00609,-0.187
7,8.029,-0.00738,-0.135
7,8.049,-0.00851,-0.082
7,8.069,-0.00939,-0.026
7,8.089,-0.00987,0.03
7,8.109,-0.00998,0.085
7,8.129,-0.00987,0.139
7,8.149,-0.00963,0.19
7,8.169,-0.0093,0.237
7,8.189,-0.0088,0.279
7,8.209,-0.0081,0.317
7,8.229,-0.00744,0.348
7,8.249,-0.00641,0.372
7,8.269,-0.00551,0.389
7,8.289,-0.00444,0.398
7,8.309,-0.0033,0.399
7,8.329,-0.00197,0.393
7,8.349,-0.00073,0.379
7,8.369,0.00035,0.358
7,8.389,0.00157,0.329
7,8.409,0.00303,0.294
7,8.429,0.00451,0.254
7,8.449,0.00562,0.208
7,8.469,0.00633,0.158
7,8.489,0.00704,0.106
7,8.509,0.0076,0.051
7,8.529,0.00789,-0.005
7,8.549,0.00787,-0.061
7,8.569,0.00814,-0.115
7,8.589,0.00834,-0.168
7,8.609,0.00845,-0.217
7,8.629,0.00849,-0.261
7,8.649,0.00831,-0.301
7,8.669,0.00786,-0.335
7,8.689,0.00724,-0.362
7,8.709,0.00621,-0.382
7,8.729,0.00507,-0.395
7,8.749,0.00379,-0.4
7,8.769,0.00259,-0.397
7,8.789,0.0012,-0.386
7,8.809,-0.00023,-0.368
7,8.829,-0.00171,-0.342
7,8.849,-0.00308,-0.31
7,8.869,-0.00451,-0.272
7,8.889,-0.00572,-0.229
7,8.909,-0.00698,-0.181
7,8.929,-0.00817,-0.129
7,8.949,-0.00926,-0.075
7,8.969,-0.00993,-0.02
7,8.989,-0.01042,0.036
7,9.009,-0.0107,0.092
7,9.029,-0.01062,0.145
7,9.049,-0.0102,0.196
7,9.069,-0.00974,0.242
7,9.089,-0.00919,0.284
7,9.109,-0.00865,0.321
7,9.129,-0.0082,0.351
7,9.149,-0.00748,0.374
7,9.169,-0.0065,0.39
7,9.189,-0.00536,0.398
7,9.209,-0.00416,0.399
7,9.229,-0.00273,0.392
7,9.249,-0.00152,0.377
7,9.269,-0.00049,0.354
7,9.289,0.00063,0.325
7,9.309,0.00189,0.29
7,9.329,0.00314,0.248
7,9.349,0.00429,0.202
7,9.369,0.0052,0.152
7,9.389,0.00585,0.099
7,9.409,0.0062,0.044
7,9.429,0.00637,-0.012
7,9.449,0.00646,-0.067
7,9.469,0.00658,-0.122
7,9.489,0.00666,-0.174
7,9.509,0.00694,-0.222
7,9.529,0.0071,-0.266
7,9.549,0.00703,-0.305
7,9.569,0.00637,-0.338
7,9.589,0.00551,-0.365
7,9.609,0.00457,-0.384
7,9.629,0.00345,-0.396
7,9.649,0.00236,-0.4
7,9.669,0.00115,-0.396
7,9.689,-0.00014,-0.384
7,9.709,-0.0017,-0.365
7,9.729,-0.00313,-0.339
7,9.749,-0.00454,-0.306
7,9.769,-0.00592,-0.267
7,9.789,-0.00726,-0.223
7,9.809,-0.00843,-0.175
7,9.829,-0.00953,-0.123
7,9.849,-0.01051,-0.068
7,9.869,-0.01126,-0.013
7,9.889,-0.01175,0.043
7,9.909,-0.01188,0.098
7,9.929,-0.01156,0.151
7,9.949,-0.01097,0.201
7,9.969,-0.01057,0.248
8,0.029,-0.00024,0.092
8,0.049,-0.00007,0.153
8,0.069,0.00077,0.21
8,0.089,0.00168,0.261
8,0.109,0.0024,0.306
8,0.129,0.00279,0.343
8,0.149,0.00314,0.371
8,0.169,0.00358,0.39
8,0.189,0.00433,0.399
8,0.209,0.00545,0.398
8,0.229,0.00676,0.386
8,0.249,0.00808,0.365
8,0.269,0.00943,0.334
8,0.289,0.01044,0.295
8,0.309,0.01139,0.248
8,0.329,0.01235,0.195
8,0.349,0.01327,0.137
8,0.369,0.01361,0.075
8,0.389,0.01373,0.012
8,0.409,0.01394,-0.052
8,0.429,0.01434,-0.114
8,0.449,0.0145,-0.174
8,0.469,0.01476,-0.229
8,0.489,0.01482,-0.278
8,0.509,0.01472,-0.32
8,0.529,0.01408,-0.354
8,0.549,0.01338,-0.379
8,0.569,0.01254,-0.394
8,0.589,0.01143,-0.4
8,0.609,0.00985,-0.394
8,0.629,0.00831,-0.379
8,0.649,0.00697,-0.354
8,0.669,0.00544,-0.321
8,0.689,0.00393,-0.278
8,0.709,0.00241,-0.229
8,0.729,0.00125,-0.174
8,0.749,0.00003,-0.115
8,0.769,-0.00101,-0.052
8,0.789,-0.0021,0.012
8,0.809,-0.00266,0.075
8,0.829,-0.00271,0.137
8,0.849,-0.0022,0.195
8,0.869,-0.00177,0.248
8,0.889,-0.00132,0.295
8,0.909,-0.00067,0.334
8,0.929,0.00023,0.365
8,0.949,0.00129,0.386
8,0.969,0.00224,0.398
8,0.989,0.00318,0.399
8,1.009,0.00426,0.39
8,1.029,0.00545,0.371
8,1.049,0.0067,0.343
8,1.069,0.00799,0.306
8,1.089,0.009,0.261
8,1.109,0.00992,0.21
8,1.129,0.01069,0.153
8,1.149,0.01117,0.092
8,1.169,0.0114,0.029
8,1.189,0.01145,-0.035
8,1.209,0.0115,-0.098
8,1.229,0.01167,-0.158
8,1.249,0.01197,-0.215
8,1.269,0.01208,-0.266
8,1.289,0.01225,-0.31
8,1.309,0.01187,-0.346
8,1.329,0.01125,-0.373
8,1.349,0.01017,-0.391
8,1.369,0.00938,-0.399
8,1.389,0.00837,-0.397
8,1.409,0.00708,-0.384
8,1.429,0.00555,-0.362
8,1.449,0.00397,-0.331
8,1.469,0.00257,-0.291
8,1.489,0.00118,-0.243
8,1.509,-0.00009,-0.19
8,1.529,-0.0014,-0.131
8,1.549,-0.0025,-0.069
8,1.569,-0.00341,-0.006
8,1.589,-0.00398,0.058
8,1.609,-0.00434,0.12
8,1.629,-0.00401,0.179
8,1.649,-0.0034,0.234
8,1.669,-0.00261,0.283
8,1.689,-0.00202,0.324
8,1.709,-0.00128,0.357
8,1.729,-0.00046,0.381
8,1.749,0.0005,0.395
8,1.769,0.00155,0.4
8,1.789,0.00272,0.393
8,1.809,0.00378,0.377
8,1.829,0.00476,0.352
8,1.849,0.00576,0.317
8,1.869,0.00693,0.274
8,1.889,0.00806,0.224
8,1.909,0.00882,0.169
8,1.929,0.00916,0.109
8,1.949,0.00954,0.046
8,1.969,0.00991,-0.018
8,1.989,0.01032,-0.081
8,2.009,0.01051,-0.142
8,2.029,0.01071,-0.2
8,2.049,0.01079,-0.253
8,2.069,0.01069,-0.299
8,2.089,0.0103,-0.337
8,2.109,0.00962,-0.367
8,2.129,0.00867,-0.387
8,2.149,0.00783,-0.398
8,2.169,0.00665,-0.399
8,2.189,0.00538,-0.389
8,2.209,0.00399,-0.369
8,2.229,0.00259,-0.34
8,2.249,0.00111,-0.302
8,2.269,-0.00036,-0.257
8,2.289,-0.0017,-0.205
8,2.309,-0.00274,-0.147
8,2.329,-0.0037,-0.086
8,2.349,-0.00462,-0.023
8,2.369,-0.00557,0.041
8,2.389,-0.0059,0.104
8,2.409,-0.00565,0.164
8,2.429,-0.00518,0.22
8,2.449,-0.00486,0.27
8,2.469,-0.00445,0.314
8,2.489,-0.00376,0.349
8,2.509,-0.00299,0.376
8,2.529,-0.00209,0.393
8,2.549,-0.00112,0.399
8,2.569,-0.00004,0.396
8,2.589,0.00119,0.383
8,2.609,0.00242,0.36
8,2.629,0.00351,0.327
8,2.649,0.00441,0.286
8,2.669,0.00547,0.238
8,2.689,0.00643,0.184
8,2.709,0.00723,0.125
8,2.729,0.00761,0.063
8,2.749,0.00766,0
8,2.769,0.00768,-0.064
8,2.789,0.00795,-0.126
8,2.809,0.00831,-0.185
8,2.829,0.00847,-0.239
8,2.849,0.00839,-0.287
8,2.869,0.00817,-0.328
8,2.889,0.00758,-0.36
8,2.909,0.00678,-0.383
8,2.929,0.00582,-0.396
8,2.949,0.0048,-0.399
8,2.969,0.00363,-0.392
8,2.989,0.00219,-0.375
8,3.009,0.00079,-0.349
8,3.029,-0.00068,-0.313
8,3.049,-0.00199,-0.27
8,3.069,-0.00321,-0.219
8,3.089,-0.00434,-0.163
8,3.109,-0.00546,-0.103
8,3.129,-0.00652,-0.04
8,3.149,-0.00737,0.024
8,3.169,-0.00797,0.087
8,3.189,-0.00782,0.148
8,3.209,-0.00738,0.205
8,3.229,-0.00684,0.257
8,3.249,-0.00645,0.303
8,3.269,-0.00591,0.34
8,3.289,-0.00529,0.369
8,3.309,-0.00426,0.389
8,3.329,-0.00315,0.399
8,3.349,-0.00202,0.398
8,3.369,-0.001,0.387
8,3.389,0.00017,0.367
8,3.409,0.00154,0.337
8,3.429,0.00279,0.298
8,3.449,0.00384,0.252
8,3.469,0.00464,0.199
8,3.489,0.00531,0.142
8,3.509,0.00578,0.08
8,3.529,0.00611,0.017
8,3.549,0.00627,-0.047
8,3.569,0.00615,-0.11
8,3.589,0.00624,-0.169
8,3.609,0.00624,-0.225
8,3.629,0.00631,-0.275
8,3.649,0.00614,-0.317
8,3.669,0.00586,-0.352
8,3.689,0.00506,-0.378
8,3.709,0.00428,-0.394
8,3.729,0.0035,-0.4
8,3.749,0.0024,-0.395
8,3.769,0.00095,-0.381
8,3.789,-0.00037,-0.357
8,3.809,-0.00159,-0.324
8,3.829,-0.00274,-0.282
8,3.849,-0.00399,-0.233
8,3.869,-0.00509,-0.179
8,3.889,-0.0063,-0.12
8,3.909,-0.00746,-0.057
8,3.929,-0.00828,0.006
8,3.949,-0.00855,0.07
8,3.969,-0.00865,0.132
8,3.989,-0.00841,0.19
8,4.009,-0.00797,0.244
8,4.029,-0.00726,0.291
8,4.049,-0.00659,0.331
8,4.069,-0.00605,0.362
8,4.089,-0.00539,0.385
8,4.109,-0.00436,0.397
8,4.129,-0.00319,0.399
8,4.149,-0.00198,0.391
8,4.169,-0.00081,0.373
8,4.189,0.00047,0.346
8,4.209,0.00172,0.309
8,4.229,0.00278,0.265
8,4.249,0.00376,0.214
8,4.269,0.00466,0.158
8,4.289,0.00513,0.097
8,4.309,0.00527,0.034
8,4.329,0.00515,-0.03
8,4.349,0.00522,-0.093
8,4.369,0.00545,-0.154
8,4.389,0.0057,-0.21
8,4.409,0.00593,-0.262
8,4.429,0.00599,-0.307
8,4.449,0.00592,-0.343
8,4.469,0.00525,-0.372
8,4.489,0.00432,-0.39
8,4.509,0.00318,-0.399
8,4.529,0.00197,-0.397
8,4.549,0.00077,-0.386
8,4.569,-0.00063,-0.364
8,4.589,-0.0018,-0.333
8,4.609,-0.00286,-0.294
8,4.629,-0.00402,-0.247
8,4.649,-0.00531,-0.194
8,4.669,-0.00637,-0.136
8,4.689,-0.00744,-0.074
8,4.709,-0.00819,-0.011
8,4.729,-0.00863,0.053
8,4.749,-0.00885,0.115
8,4.769,-0.00883,0.175
8,4.789,-0.00849,0.23
8,4.809,-0.00803,0.279
8,4.829,-0.00742,0.321
8,4.849,-0.00676,0.355
8,4.869,-0.00585,0.38
8,4.889,-0.00469,0.395
8,4.909,-0.00359,0.4
8,4.929,-0.00275,0.394
8,4.949,-0.00169,0.379
8,4.969,-0.00043,0.354
8,4.989,0.00086,0.32
8,5.009,0.00201,0.278
8,5.029,0.00314,0.228
8,5.049,0.00382,0.173
8,5.069,0.00414,0.114
8,5.089,0.00434,0.051
8,5.109,0.00456,-0.013
8,5.129,0.00476,-0.076
8,5.149,0.00494,-0.138
8,5.169,0.00516,-0.196
8,5.189,0.00534,-0.249
8,5.209,0.00533,-0.295
8,5.229,0.00511,-0.334
8,5.249,0.0045,-0.365
8,5.269,0.00374,-0.386
8,5.289,0.00288,-0.398
8,5.309,0.00181,-0.399
8,5.329,0.00067,-0.39
8,5.349,-0.00074,-0.371
8,5.369,-0.00188,-0.343
8,5.389,-0.0031,-0.305
8,5.409,-0.00441,-0.261
8,5.429,-0.00595,-0.209
8,5.449,-0.00736,-0.152
8,5.469,-0.00806,-0.091
8,5.489,-0.00863,-0.028
8,5.509,-0.00945,0.036
8,5.529,-0.00985,0.099
8,5.549,-0.00964,0.159
8,5.569,-0.00927,0.216
8,5.589,-0.00865,0.266
8,5.609,-0.00799,0.31
8,5.629,-0.00729,0.347
8,5.649,-0.00638,0.374
8,5.669,-0.00536,0.392
8,5.689,-0.00423,0.399
8,5.709,-0.00311,0.397
8,5.729,-0.00194,0.384
8,5.749,-0.00089,0.362
8,5.769,0.00021,0.33
8,5.789,0.0013,0.29
8,5.809,0.00246,0.242
8,5.829,0.00332,0.189
8,5.849,0.00397,0.13
8,5.869,0.00434,0.068
8,5.889,0.00464,0.005
8,5.909,0.00488,-0.059
8,5.929,0.00501,-0.121
8,5.949,0.00503,-0.18
8,5.969,0.00508,-0.235
8,5.989,0.0052,-0.283
8,6.009,0.0051,-0.325
8,6.029,0.00462,-0.358
8,6.049,0.00394,-0.381
8,6.069,0.00312,-0.396
8,6.089,0.00211,-0.4
8,6.109,0.00096,-0.393
8,6.129,-0.00035,-0.377
8,6.149,-0.00182,-0.351
8,6.169,-0.00321,-0.316
8,6.189,-0.00444,-0.273
8,6.209,-0.00573,-0.223
8,6.229,-0.00684,-0.168
8,6.249,-0.00795,-0.108
8,6.269,-0.00894,-0.045
8,6.289,-0.00978,0.019
8,6.309,-0.01015,0.082
8,6.329,-0.00993,0.143
8,6.349,-0.0097,0.201
8,6.369,-0.00926,0.253
8,6.389,-0.00857,0.299
8,6.409,-0.00787,0.338
8,6.429,-0.00707,0.367
8,6.449,-0.00613,0.388
8,6.469,-0.00514,0.398
8,6.489,-0.00405,0.398
8,6.509,-0.00301,0.389
8,6.529,-0.00194,0.369
8,6.549,-0.0007,0.339
8,6.569,0.0006,0.302
8,6.589,0.00174,0.256
8,6.609,0.00276,0.204
8,6.629,0.00363,0.146
8,6.649,0.00417,0.085
8,6.669,0.00449,0.022
8,6.689,0.00457,-0.042
8,6.709,0.00463,-0.105
8,6.729,0.00474,-0.165
8,6.749,0.0048,-0.221
8,6.769,0.00486,-0.271
8,6.789,0.00467,-0.314
8,6.809,0.0043,-0.35
8,6.829,0.00372,-0.376
8,6.849,0.00289,-0.393
8,6.869,0.00172,-0.399
8,6.889,0.00052,-0.396
8,6.909,-0.00057,-0.382
8,6.929,-0.00181,-0.359
8,6.949,-0.00312,-0.327
8,6.969,-0.00455,-0.286
8,6.989,-0.0059,-0.238
8,7.009,-0.00723,-0.183
8,7.029,-0.00833,-0.124
8,7.049,-0.00917,-0.062
8,7.069,-0.01006,0.001
8,7.089,-0.01079,0.065
8,7.109,-0.01096,0.127
8,7.129,-0.01069,0.186
8,7.149,-0.01013,0.24
8,7.169,-0.00961,0.288
8,7.189,-0.00904,0.328
8,7.209,-0.00831,0.36
8,7.229,-0.00753,0.383
8,7.249,-0.00666,0.396
8,7.269,-0.0054,0.399
8,7.289,-0.004,0.392
8,7.309,-0.00285,0.375
8,7.329,-0.00176,0.348
8,7.349,-0.00049,0.313
8,7.369,0.00089,0.269
8,7.389,0.00176,0.218
8,7.409,0.00248,0.162
8,7.429,0.00306,0.102
8,7.449,0.00348,0.039
8,7.469,0.00365,-0.025
8,7.489,0.00361,-0.088
8,7.509,0.00368,-0.149
8,7.529,0.00388,-0.206
8,7.549,0.00412,-0.258
8,7.569,0.00426,-0.303
8,7.589,0.00402,-0.341
8,7.609,0.0036,-0.37
8,7.629,0.00284,-0.389
8,7.649,0.00203,-0.399
8,7.669,0.00103,-0.398
8,7.689,-0.0002,-0.387
8,7.709,-0.00152,-0.366
8,7.729,-0.00278,-0.336
8,7.749,-0.004,-0.298
8,7.769,-0.00515,-0.251
8,7.789,-0.00651,-0.198
8,7.809,-0.00785,-0.141
8,7.829,-0.00909,-0.079
8,7.849,-0.00992,-0.016
8,7.869,-0.01045,0.048
8,7.889,-0.01074,0.11
8,7.909,-0.01053,0.17
8,7.929,-0.01002,0.226
8,7.949,-0.00957,0.275
8,7.969,-0.00899,0.318
8,7.989,-0.00837,0.352
8,8.009,-0.00749,0.378
8,8.029,-0.00664,0.394
8,8.049,-0.00566,0.4
8,8.069,-0.00455,0.395
8,8.089,-0.0033,0.381
8,8.109,-0.00182,0.356
8,8.129,-0.00057,0.323
8,8.149,0.00034,0.281
8,8.169,0.00113,0.233
8,8.189,0.00197,0.178
8,8.209,0.00278,0.119
8,8.229,0.00316,0.056
8,8.249,0.00327,-0.007
8,8.269,0.00338,-0.071
8,8.289,0.00365,-0.133
8,8.309,0.00387,-0.191
8,8.329,0.00389,-0.245
8,8.349,0.0038,-0.292
8,8.369,0.00364,-0.332
8,8.389,0.0032,-0.363
8,8.409,0.00254,-0.385
8,8.429,0.00175,-0.397
8,8.449,0.00076,-0.399
8,8.469,-0.00047,-0.391
8,8.489,-0.00172,-0.373
8,8.509,-0.00295,-0.345
8,8.529,-0.00421,-0.309
8,8.549,-0.00563,-0.264
8,8.569,-0.00696,-0.213
8,8.589,-0.00826,-0.157
8,8.609,-0.00928,-0.096
8,8.629,-0.01019,-0.033
8,8.649,-0.01079,0.031
8,8.669,-0.01104,0.094
8,8.689,-0.01103,0.154
8,8.709,-0.01073,0.211
8,8.729,-0.01018,0.263
8,8.749,-0.00954,0.307
8,8.769,-0.00882,0.344
8,8.789,-0.00778,0.372
8,8.809,-0.00668,0.39
8,8.829,-0.00578,0.399
8,8.849,-0.00482,0.397
8,8.869,-0.00382,0.386
8,8.889,-0.00262,0.364
8,8.909,-0.00138,0.333
8,8.929,-0.00004,0.293
8,8.949,0.00121,0.246
8,8.969,0.00211,0.193
8,8.989,0.00273,0.135
8,9.009,0.003,0.073
8,9.029,0.0031,0.01
8,9.049,0.00309,-0.054
